time_local,id,event,fight_date,location,bout,weight_class,time_format,state,winner,method,det,round,last_round,time,fighter_r,bdy_val_r,bdy_tot_r,ctrl_r,hd_val_r,hd_tot_r,kd_r,lgs_val_r,lgs_tot_r,sigstr_val_r,sigstr_tot_r,subatt_r,td_val_r,td_tot_r,totstr_val_r,totstr_tot_r,ht_r,rch_r,sigstrkacc_r,sigstrklpm_r,stnce_r,subavg_r,tdacc_r,tdavg_r,wt_r,dob_r,fighter_b,bdy_val_b,bdy_tot_b,ctrl_b,hd_val_b,hd_tot_b,kd_b,lgs_val_b,lgs_tot_b,sigstr_val_b,sigstr_tot_b,subatt_b,td_val_b,td_tot_b,totstr_val_b,totstr_tot_b,ht_b,rch_b,sigstrkacc_b,sigstrklpm_b,stnce_b,subavg_b,tdacc_b,tdavg_b,wt_b,dob_b
07:12:44,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:13:03,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:13:23,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:13:42,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:14:02,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:14:21,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:14:41,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:15:01,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:15:20,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:15:40,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:16:00,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:16:19,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:16:40,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:17:00,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:17:20,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:17:40,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:17:59,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:18:19,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:18:40,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:19:00,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:19:20,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:19:40,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:19:59,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:20:19,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:20:39,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:20:58,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:21:18,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:21:38,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:21:57,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:22:17,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:22:37,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:22:57,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:23:17,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:23:37,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:23:56,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:24:16,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:24:36,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:24:56,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:25:16,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:25:36,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:25:56,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:26:16,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:26:36,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:26:57,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:27:17,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:27:37,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:27:58,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
